valid_time,station,fc_windspd__gfs,fc_gust__gfs,fc_windspd__harmeu,fc_gust__harmeu,fc_windspd__icon,fc_gust__icon,fc_windspd__iconeu,fc_gust__iconeu,fc_windspd__wrfeuh,fc_gust__wrfeuh,fc_winddir_sin__gfs,fc_winddir_cos__gfs,fc_winddir_sin__harmeu,fc_winddir_cos__harmeu,fc_winddir_sin__icon,fc_winddir_cos__icon,fc_winddir_sin__iconeu,fc_winddir_cos__iconeu,fc_winddir_sin__wrfeuh,fc_winddir_cos__wrfeuh,y_speed,y_gust,y_dir_sin,y_dir_cos
2023-06-16 21:00:00,station3402_Holnis,,,,,,,1.5,3.3,,,,,,,,,0.8191520442889917,-0.5735764363510462,,,0.33,0.86,-0.9510565162951536,0.30901699437494723
2023-06-17 00:00:00,station3402_Holnis,0.6,1.6,1.1,,0.9,1.1,0.8,1.5,2.6,2.3,0.8290375725550417,0.5591929034707468,-0.40673664307580015,0.9135454576426009,-0.15643446504023112,0.9876883405951377,-0.6156614753256582,0.7880107536067221,-0.052335956242943564,-0.9986295347545738,0.68,1.43,-0.9510565162951536,0.30901699437494723
2023-06-17 03:00:00,station3402_Holnis,,,,,,,2.2,3.4,,,,,,,,,-0.7071067811865477,0.7071067811865474,,,0.75,1.44,-0.9510565162951536,0.30901699437494723
2023-06-17 06:00:00,station3402_Holnis,2.8,3.5,1.7,,2.9,5.2,3.0,5.2,1.9,2.5,0.6018150231520483,0.7986355100472928,-0.05233595624294437,0.9986295347545738,0.17364817766693033,0.984807753012208,0.15643446504023087,0.9876883405951378,0.573576436351046,0.8191520442889918,2.4,4.66,-0.9510565162951536,0.30901699437494723
2023-06-17 09:00:00,station3402_Holnis,,,,,,,4.4,8.2,,,,,,,,,0.5591929034707469,0.8290375725550417,,,4.88,5.78,-0.9510565162951536,0.30901699437494723
2023-06-17 12:00:00,station3402_Holnis,6.3,8.6,5.1,,3.8,9.9,2.7,8.0,7.3,7.2,0.7986355100472928,0.6018150231520483,0.43837114678907746,0.898794046299167,0.8829475928589269,0.46947156278589086,0.9993908270190958,0.03489949670250108,0.9612616959383189,0.27563735581699916,6.83,8.44,-0.9510565162951536,0.30901699437494723
2023-06-17 15:00:00,station3402_Holnis,,,,,,,4.4,7.7,,,,,,,,,0.8910065241883679,0.45399049973954686,,,5.03,10.75,-0.8495246013573055,0.5275490040638038
2023-06-17 18:00:00,station3402_Holnis,7.3,10.0,12.1,,4.0,8.9,4.9,9.3,4.2,3.7,0.9063077870366499,0.42261826174069944,-0.8910065241883679,0.45399049973954664,-0.3420201433256686,0.9396926207859084,-0.4226182617406992,0.90630778703665,0.9743700647852352,-0.22495105434386503,2.49,5.27,-0.5877852522924734,0.8090169943749473
2023-06-17 21:00:00,station3402_Holnis,,,,,,,4.7,7.6,,,,,,,,,-0.9510565162951536,0.30901699437494723,,,2.02,3.65,-0.5877852522924734,0.8090169943749473
2023-06-18 00:00:00,station3402_Holnis,2.8,3.7,1.6,,3.6,6.0,3.7,6.1,5.6,4.9,0.838670567945424,-0.5446390350150272,0.8571673007021123,0.5150380749100542,0.8290375725550417,-0.5591929034707467,0.8660254037844387,-0.49999999999999983,0.7547095802227721,-0.6560590289905072,1.25,2.71,-0.5877852522924734,0.8090169943749473
2023-06-18 03:00:00,station3402_Holnis,,,,,,,1.2,2.6,,,,,,,,,-0.9510565162951535,-0.30901699437494756,,,1.93,3.69,-0.5877852522924734,0.8090169943749473
2023-06-18 06:00:00,station3402_Holnis,3.8,3.7,5.4,,4.0,7.0,4.8,8.4,3.6,5.3,-0.7986355100472932,0.6018150231520479,-0.9743700647852351,-0.22495105434386525,-0.9781476007338056,-0.2079116908177598,-0.9702957262759965,-0.24192189559966779,-0.9848077530122081,0.17364817766692997,1.12,2.96,-0.6144229118957005,0.7889768598239166
2023-06-18 09:00:00,station3402_Holnis,,,,,,,1.7,5.0,,,,,,,,,-0.9816271834476639,0.1908089953765451,,,2.63,5.58,-0.6018150231520483,0.7986355100472928
2023-06-18 12:00:00,station3402_Holnis,7.1,5.5,3.7,,5.5,9.8,4.2,8.0,5.6,5.1,0.9961946980917455,-0.08715574274765824,-0.9063077870366498,0.4226182617406996,-0.19080899537654467,0.981627183447664,-0.37460659341591235,0.9271838545667873,0.6819983600624985,0.7313537016191705,3.75,7.88,-0.6786725717392543,0.7344409713304582
2023-06-18 15:00:00,station3402_Holnis,,,,,,,2.8,10.4,,,,,,,,,-0.20791169081775987,0.9781476007338056,,,4.53,9.51,-0.5679874008018554,0.823037248567981
2023-06-18 18:00:00,station3402_Holnis,0.6,2.2,3.1,,3.7,8.2,3.2,7.7,6.8,8.4,0.8660254037844387,-0.49999999999999983,-0.8386705679454242,-0.544639035015027,0.5299192642332049,0.848048096156426,0.6018150231520483,0.7986355100472928,0.8090169943749475,-0.587785252292473,6.75,12.19,0.45196770321976504,0.8920343016085482
2023-06-18 21:00:00,station3402_Holnis,,,,,,,2.3,3.6,,,,,,,,,0.9063077870366499,0.42261826174069944,,,5.32,7.64,0.9247454348509005,0.3805862329649075
2023-06-19 00:00:00,station3402_Holnis,2.2,3.1,3.6,,3.9,7.3,4.3,8.5,5.0,4.5,0.7193398003386511,-0.6946583704589974,0.984807753012208,-0.1736481776669303,0.9396926207859084,-0.3420201433256687,0.9510565162951536,-0.30901699437494734,-0.32556815445715676,-0.9455185755993167,10.21,12.1,0.984807753012208,-0.1736481776669303
2023-06-19 03:00:00,station3402_Holnis,,,,,,,5.3,8.8,,,,,,,,,0.9743700647852352,-0.22495105434386503,,,13.38,16.22,0.9775631886233652,-0.21064237999158392
2023-06-19 06:00:00,station3402_Holnis,9.5,13.6,9.4,,8.6,14.8,9.1,15.3,9.0,11.5,0.8829475928589269,-0.4694715627858909,0.9659258262890683,-0.25881904510252085,0.9271838545667874,-0.37460659341591207,0.9455185755993168,-0.32556815445715664,0.9510565162951536,-0.30901699437494734,15.09,18.77,0.9964928592495044,-0.08367784333231533
2023-06-19 09:00:00,station3402_Holnis,,,,,,,8.9,16.2,,,,,,,,,0.9205048534524403,-0.39073112848927377,,,16.2,19.53,0.9931094247445008,-0.1171907440186583
2023-06-19 12:00:00,station3402_Holnis,10.7,9.4,4.2,,9.1,16.6,8.0,16.1,3.7,6.0,0.838670567945424,-0.5446390350150272,0.7986355100472927,-0.6018150231520484,0.766044443118978,-0.6427876096865394,0.777145961456971,-0.6293203910498373,0.8571673007021123,-0.5150380749100543,14.54,17.46,0.9979492705161096,-0.06400979203500577
2023-06-19 15:00:00,station3402_Holnis,,,,,,,9.2,15.4,,,,,,,,,-0.90630778703665,-0.42261826174069916,,,6.17,12.56,-0.9803745333849524,-0.19714404452135234
2023-06-19 18:00:00,station3402_Holnis,8.6,13.3,8.3,,6.9,13.9,6.5,12.5,7.7,9.1,-0.90630778703665,-0.42261826174069916,-0.7986355100472928,-0.6018150231520483,-0.8987940462991668,-0.43837114678907774,-0.9205048534524403,-0.3907311284892738,-0.8987940462991668,-0.43837114678907774,5.79,12.58,-0.954812686667349,-0.2972082323541507
2023-06-19 21:00:00,station3402_Holnis,,,,,,,4.3,8.1,,,,,,,,,-0.874619707139396,-0.48480962024633684,,,4.06,8.75,-0.9781476007338056,-0.2079116908177598
2023-06-20 00:00:00,station3402_Holnis,5.3,4.7,3.8,,3.3,6.3,3.7,6.9,4.5,7.2,-0.9945218953682734,-0.10452846326765336,-0.7986355100472928,-0.6018150231520483,-0.9925461516413221,-0.12186934340514717,-0.9961946980917455,-0.08715574274765825,-0.9986295347545738,-0.052335956242944306,0.46,2.43,-0.9781476007338056,-0.2079116908177598
2023-06-20 03:00:00,station3402_Holnis,,,,,,,0.7,1.4,,,,,,,,,-0.4067366430758002,-0.9135454576426009,,,0.05,0.29,-0.9781476007338056,-0.2079116908177598
2023-06-20 06:00:00,station3402_Holnis,1.6,1.4,0.9,,1.9,3.8,1.4,3.2,1.4,1.4,0.9961946980917455,-0.08715574274765824,-0.374606593415912,-0.9271838545667874,0.24192189559966773,-0.9702957262759965,0.20791169081775931,-0.9781476007338057,0.9945218953682733,-0.10452846326765355,2.19,4.34,-0.9781476007338056,-0.2079116908177598
2023-06-20 09:00:00,station3402_Holnis,,,,,,,2.0,5.3,,,,,,,,,0.9271838545667874,-0.37460659341591207,,,6.51,8.12,0.766044443118978,-0.6427876096865394
2023-06-20 12:00:00,station3402_Holnis,6.5,5.6,5.2,,4.1,7.4,4.6,8.5,7.5,5.4,0.984807753012208,-0.1736481776669303,0.9455185755993168,-0.32556815445715664,0.9986295347545738,0.052335956242943966,0.9335804264972017,-0.35836794954530027,0.9925461516413221,-0.12186934340514737,4.41,7.12,0.766044443118978,-0.6427876096865394
2023-06-20 15:00:00,station3402_Holnis,,,,,,,6.3,11.9,,,,,,,,,0.9563047559630355,-0.29237170472273666,,,9.62,11.16,0.9510565162951536,-0.30901699437494734
2023-06-20 18:00:00,station3402_Holnis,6.6,13.9,5.5,,3.4,6.9,3.8,7.6,6.5,8.9,1.0,6.123233995736766e-17,0.9743700647852352,-0.22495105434386503,0.9975640502598242,-0.06975647374412533,0.9876883405951378,-0.1564344650402308,0.9975640502598242,-0.06975647374412533,7.5,9.35,0.9510565162951536,-0.30901699437494734
2023-06-20 21:00:00,station3402_Holnis,,,,,,,5.8,9.5,,,,,,,,,0.9986295347545738,0.052335956242943966,,,4.87,7.55,0.9510565162951536,-0.30901699437494734
2023-06-21 00:00:00,station3402_Holnis,6.4,12.1,6.4,,5.0,8.7,4.6,9.2,5.8,10.5,0.8090169943749475,-0.587785252292473,0.9743700647852352,-0.22495105434386503,0.9135454576426009,-0.40673664307580026,0.838670567945424,-0.5446390350150272,0.9986295347545738,0.052335956242943966,8.92,11.74,0.9906290290584258,-0.13658011124157343
2023-06-21 03:00:00,station3402_Holnis,,,,,,,4.4,7.9,,,,,,,,,0.37460659341591224,-0.9271838545667873,,,5.67,7.19,0.9335804264972017,-0.35836794954530027
2023-06-21 06:00:00,station3402_Holnis,8.7,15.8,7.9,,7.8,13.5,8.0,13.1,10.1,13.2,-0.8660254037844384,-0.5000000000000004,-0.7313537016191703,-0.6819983600624986,-0.5150380749100542,-0.8571673007021123,-0.656059028990507,-0.7547095802227721,-0.9271838545667873,-0.3746065934159123,4.36,9.82,-0.833114360053453,-0.5531007711735048
2023-06-21 12:00:00,station3402_Holnis,15.7,21.0,14.2,,13.9,23.6,13.4,22.1,14.0,17.9,-0.9902680687415703,-0.13917310096006583,-0.984807753012208,-0.17364817766693033,-0.9876883405951377,-0.15643446504023104,-0.984807753012208,-0.17364817766693033,-0.9702957262759965,-0.24192189559966779,7.29,14.86,-0.9995650226315504,0.029491787527854915
2023-06-21 15:00:00,station3402_Holnis,,,,,,,11.9,20.9,,,,,,,,,-0.9998476951563913,0.01745240643728313,,,6.31,13.72,-0.9998446339083082,-0.017626912513571732
2023-06-21 18:00:00,station3402_Holnis,9.0,13.8,10.2,,9.6,18.0,9.1,17.3,9.7,12.8,-0.992546151641322,0.12186934340514768,-0.9961946980917455,0.08715574274765789,-0.9902680687415704,0.13917310096006547,-0.9876883405951378,0.15643446504023067,-0.992546151641322,0.12186934340514768,3.84,8.89,-0.9890158633619168,0.14780941112961096
2023-06-21 21:00:00,station3402_Holnis,,,,,,,4.8,8.7,,,,,,,,,-0.9781476007338056,-0.2079116908177598,,,1.88,4.43,-0.9816271834476639,0.1908089953765451
2023-06-22 00:00:00,station3402_Holnis,5.7,4.9,3.6,,3.8,6.2,4.0,6.6,5.5,4.7,-0.981627183447664,-0.1908089953765446,-0.9876883405951377,-0.15643446504023104,-0.9205048534524403,-0.3907311284892738,-0.9335804264972015,-0.3583679495453007,-0.8571673007021121,-0.5150380749100544,1.1,2.34,-0.9816271834476639,0.1908089953765451
2023-06-22 03:00:00,station3402_Holnis,,,,,,,4.4,7.2,,,,,,,,,-0.9271838545667873,-0.3746065934159123,,,0.16,0.62,-0.9816271834476639,0.1908089953765451
2023-06-22 06:00:00,station3402_Holnis,5.1,6.8,3.2,,4.1,7.4,3.7,6.8,4.4,5.8,-0.9945218953682734,-0.10452846326765336,-0.9993908270190958,-0.03489949670250076,-0.9510565162951535,-0.30901699437494756,-0.9945218953682734,-0.10452846326765336,-0.9271838545667873,-0.3746065934159123,1.75,4.25,-0.9848077530122081,0.17364817766692997
2023-06-22 12:00:00,station3402_Holnis,2.0,3.7,2.1,,2.5,6.4,2.1,5.5,0.6,3.1,0.9743700647852352,0.22495105434386492,-0.9563047559630354,0.2923717047227367,-0.9612616959383188,0.2756373558169994,-0.9945218953682734,-0.10452846326765336,-0.8987940462991668,-0.43837114678907774,1.91,5.22,0.1483272383396582,0.9889383349666097
2023-06-22 15:00:00,station3402_Holnis,,,,,,,3.4,6.2,,,,,,,,,0.9396926207859084,-0.3420201433256687,,,12.89,15.36,0.9855856011113384,-0.16917748928862184
2023-06-22 18:00:00,station3402_Holnis,3.7,7.8,3.6,,2.8,7.9,1.3,6.4,4.9,7.6,0.4067366430758002,0.9135454576426009,0.5299192642332049,0.848048096156426,0.6293203910498374,0.7771459614569709,0.8987940462991669,0.43837114678907746,0.9335804264972017,0.3583679495453004,2.38,3.66,0.9817933219112157,-0.18995229151168466
2023-06-22 21:00:00,station3402_Holnis,,,,,,,3.0,4.9,,,,,,,,,-0.40673664307580015,0.9135454576426009,,,1.3,2.46,0.9999919428800662,-0.004014246498463851
2023-06-23 00:00:00,station3402_Holnis,11.4,20.2,7.7,,7.2,11.9,7.3,12.6,8.2,20.2,0.15643446504023087,0.9876883405951378,0.224951054343865,0.9743700647852352,-2.4492935982947064e-16,1.0,0.0697564737441253,0.9975640502598242,0.29237170472273677,0.9563047559630354,6.51,12.28,0.06296470709641452,0.9980157542144626
2023-06-23 03:00:00,station3402_Holnis,,,,,,,6.5,11.7,,,,,,,,,0.43837114678907746,0.898794046299167,,,6.07,11.34,-0.01797592304999314,0.9998384200412088
2023-06-23 06:00:00,station3402_Holnis,5.0,7.2,7.5,,4.0,7.5,4.0,7.0,7.7,12.8,0.01745240643728351,0.9998476951563913,0.052335956242943835,0.9986295347545738,0.35836794954530027,0.9335804264972017,0.5299192642332049,0.848048096156426,0.17364817766693033,0.984807753012208,4.42,7.98,-0.4226182617406992,0.90630778703665
2023-06-23 09:00:00,station3402_Holnis,,,,,,,4.2,7.4,,,,,,,,,-0.3907311284892739,0.9205048534524403,,,3.29,6.92,-0.4226182617406992,0.90630778703665
2023-06-23 12:00:00,station3402_Holnis,12.2,13.8,7.6,,8.6,14.3,9.1,15.0,11.2,13.2,-0.9205048534524405,0.3907311284892735,-0.8480480961564262,0.5299192642332047,-0.8829475928589271,0.4694715627858904,-0.9205048534524405,0.3907311284892735,-0.9135454576426011,0.40673664307579976,5.26,11.52,-0.9081431738250815,0.4186597375374277
2023-06-23 15:00:00,station3402_Holnis,,,,,,,12.1,19.8,,,,,,,,,-0.9271838545667874,0.37460659341591196,,,8.64,16.12,-0.9141832307634778,0.4053011480255758
2023-06-23 18:00:00,station3402_Holnis,11.5,14.8,10.8,,12.0,19.7,11.9,19.6,11.8,15.6,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,-0.8746197071393956,0.4848096202463373,-0.8910065241883679,0.45399049973954664,8.76,16.79,-0.8953234018345783,0.44541666574945127
2023-06-23 21:00:00,station3402_Holnis,,,,,,,9.6,15.6,,,,,,,,,-0.9335804264972017,0.3583679495453004,,,4.44,9.12,-0.8829475928589271,0.4694715627858904
2023-06-24 00:00:00,station3402_Holnis,8.7,15.6,6.8,,5.8,11.0,5.7,10.4,7.8,13.4,-0.9271838545667874,0.37460659341591196,-0.945518575599317,0.3255681544571563,-0.9135454576426011,0.40673664307579976,-0.9063077870366498,0.4226182617406996,-0.9612616959383188,0.2756373558169994,3.62,8.04,-0.8829475928589271,0.4694715627858904
2023-06-24 03:00:00,station3402_Holnis,,,,,,,4.8,8.1,,,,,,,,,-0.9998476951563913,0.01745240643728313,,,1.89,4.41,-0.8860418044194044,0.46360535029398225
2023-06-24 06:00:00,station3402_Holnis,7.1,9.3,6.2,,5.6,9.3,5.0,8.4,5.9,8.4,-0.9743700647852352,0.22495105434386492,-0.992546151641322,0.12186934340514768,-0.9743700647852351,-0.22495105434386525,-0.9659258262890683,-0.25881904510252063,-0.9612616959383188,0.2756373558169994,2.33,5.27,-0.8910065241883679,0.45399049973954664
2023-06-24 09:00:00,station3402_Holnis,,,,,,,7.5,12.6,,,,,,,,,-0.9335804264972015,-0.3583679495453007,,,3.5,7.51,-0.9205048534524405,0.3907311284892735
2023-06-24 12:00:00,station3402_Holnis,10.4,12.5,9.6,,10.3,17.4,10.1,16.7,9.5,10.5,-0.9876883405951377,-0.15643446504023104,-0.9961946980917455,-0.08715574274765825,-0.984807753012208,-0.17364817766693033,-0.9659258262890683,-0.25881904510252063,-0.981627183447664,-0.1908089953765446,5.1,11.11,-0.9475455034571838,-0.31962089868791743
2023-06-24 15:00:00,station3402_Holnis,,,,,,,9.2,16.6,,,,,,,,,-0.9945218953682734,-0.10452846326765336,,,3.7,8.5,-0.9520226269456766,0.3060276421885007
2023-06-24 18:00:00,station3402_Holnis,5.6,7.6,6.8,,7.1,13.1,6.7,13.5,7.2,8.2,-0.9781476007338056,0.20791169081775945,-0.9876883405951378,0.15643446504023067,-0.9848077530122081,0.17364817766692997,-0.9816271834476639,0.1908089953765451,-0.9998476951563913,-0.017452406437283498,3.54,7.04,-0.9408807689542253,0.33873792024529187
2023-06-24 21:00:00,station3402_Holnis,,,,,,,3.7,6.2,,,,,,,,,-0.9998476951563913,-0.017452406437283498,,,0.02,0.22,-0.9396926207859083,0.342020143325669
2023-06-25 00:00:00,station3402_Holnis,4.4,3.9,3.7,,2.0,4.2,1.8,3.8,5.0,4.5,-0.9612616959383188,0.2756373558169994,-0.9902680687415704,0.13917310096006547,-0.9998476951563913,-0.017452406437283498,-0.9781476007338056,0.20791169081775945,-0.9902680687415704,0.13917310096006547,0.56,1.31,-0.9396926207859083,0.342020143325669
2023-06-25 03:00:00,station3402_Holnis,,,,,,,1.6,2.3,,,,,,,,,-0.9998476951563913,0.01745240643728313,,,0.0,0.0,-0.9396926207859083,0.342020143325669
2023-06-25 06:00:00,station3402_Holnis,2.0,2.4,1.1,,1.2,3.2,1.2,3.2,0.6,0.6,-0.6427876096865393,-0.766044443118978,-0.2419218955996675,-0.9702957262759965,-0.9455185755993168,-0.32556815445715664,-0.9455185755993168,-0.32556815445715664,-0.8660254037844384,-0.5000000000000004,1.92,3.82,-0.945518575599317,0.3255681544571563
2023-06-25 09:00:00,station3402_Holnis,,,,,,,2.6,5.7,,,,,,,,,-0.7986355100472928,-0.6018150231520483,,,2.46,4.39,-0.9448917874683394,0.3273828186922562
2023-06-25 12:00:00,station3402_Holnis,5.1,4.9,2.3,,2.7,6.4,4.2,7.9,2.6,4.5,0.8829475928589269,-0.4694715627858909,-0.5735764363510462,-0.8191520442889918,-0.8571673007021121,-0.5150380749100544,-0.8910065241883678,-0.45399049973954697,0.49999999999999994,-0.8660254037844387,10.71,12.28,0.9454048732726411,-0.3258981828613675
2023-06-25 15:00:00,station3402_Holnis,,,,,,,3.2,7.8,,,,,,,,,-0.15643446504023073,-0.9876883405951378,,,11.85,13.7,0.972410649489657,-0.23327564973460782
2023-06-25 18:00:00,station3402_Holnis,7.6,9.2,7.3,,6.7,11.7,6.4,12.1,6.4,7.8,0.7547095802227721,-0.6560590289905072,0.9612616959383189,-0.27563735581699905,0.8191520442889917,-0.5735764363510462,0.777145961456971,-0.6293203910498373,0.8191520442889917,-0.5735764363510462,10.61,12.55,0.9981454381995347,-0.0608743312198069
2023-06-25 21:00:00,station3402_Holnis,,,,,,,5.0,8.3,,,,,,,,,0.777145961456971,-0.6293203910498373,,,7.47,9.03,0.984807753012208,-0.1736481776669303
2023-06-26 00:00:00,station3402_Holnis,7.3,13.0,6.2,,6.8,11.4,6.7,11.2,7.0,14.2,0.6018150231520482,-0.7986355100472929,0.788010753606722,-0.6156614753256583,0.7313537016191706,-0.6819983600624984,0.7547095802227721,-0.6560590289905072,0.6946583704589971,-0.7193398003386513,8.39,9.89,0.8885371696725552,-0.45880464046289327
2023-06-26 03:00:00,station3402_Holnis,,,,,,,5.7,10.6,,,,,,,,,0.6819983600624986,-0.7313537016191705,,,8.82,10.4,0.9335804264972017,-0.35836794954530027
2023-06-26 06:00:00,station3402_Holnis,8.5,17.2,6.1,,8.2,14.0,6.8,11.7,7.4,12.4,0.2756373558169992,-0.9612616959383189,0.20791169081775931,-0.9781476007338057,0.49999999999999994,-0.8660254037844387,0.529919264233205,-0.848048096156426,0.3255681544571566,-0.9455185755993168,7.97,9.54,0.9277711411187397,-0.37314971486955695
2023-06-26 09:00:00,station3402_Holnis,,,,,,,11.2,22.0,,,,,,,,,-0.8571673007021121,-0.5150380749100544,,,7.84,15.2,-0.9176852963230416,-0.3973080629844947
2023-06-26 12:00:00,station3402_Holnis,14.8,19.5,16.4,,14.1,24.3,14.7,24.7,15.1,18.7,-0.9975640502598243,0.06975647374412522,-0.9998476951563913,0.01745240643728313,-0.9659258262890683,-0.25881904510252063,-0.9876883405951377,-0.15643446504023104,-0.9975640502598242,-0.06975647374412558,9.48,19.52,-0.9940182759534663,0.10921385933341389
2023-06-26 15:00:00,station3402_Holnis,,,,,,,15.9,27.0,,,,,,,,,-0.9993908270190958,-0.03489949670250076,,,9.44,19.83,-0.9725732696319633,0.23259672224129105
2023-06-26 18:00:00,station3402_Holnis,15.1,20.8,14.1,,14.2,26.4,14.1,25.2,16.0,21.0,-0.9743700647852352,0.22495105434386492,-0.9848077530122081,0.17364817766692997,-0.9781476007338056,0.20791169081775945,-0.9743700647852352,0.22495105434386492,-0.9743700647852352,0.22495105434386492,7.82,17.03,-0.964234316929614,0.2650512819347996
2023-06-26 21:00:00,station3402_Holnis,,,,,,,11.3,19.3,,,,,,,,,-0.9702957262759966,0.24192189559966745,,,5.33,11.06,-0.9717142274413225,0.23615981916514447
2023-06-27 00:00:00,station3402_Holnis,11.6,22.0,9.2,,8.7,16.3,8.8,16.2,8.8,23.1,-0.945518575599317,0.3255681544571563,-0.9848077530122081,0.17364817766692997,-0.9659258262890684,0.2588190451025203,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,4.64,9.69,-0.9713420698132614,0.23768589232617307
2023-06-27 03:00:00,station3402_Holnis,,,,,,,8.3,14.0,,,,,,,,,-0.9902680687415703,-0.13917310096006583,,,3.49,7.57,-0.9756495214198518,0.21933538554737125
2023-06-27 06:00:00,station3402_Holnis,13.7,18.9,8.1,,11.6,19.6,11.3,18.8,12.7,18.1,-0.9510565162951536,0.30901699437494723,-0.945518575599317,0.3255681544571563,-0.9945218953682734,0.10452846326765299,-0.9902680687415704,0.13917310096006547,-0.9510565162951536,0.30901699437494723,6.34,12.75,-0.978436946649733,0.20654573689802364
2023-06-27 09:00:00,station3402_Holnis,,,,,,,12.9,22.6,,,,,,,,,-0.9743700647852352,0.22495105434386492,,,11.93,20.97,-0.9363049394154095,0.3511880698803796
2023-06-27 12:00:00,station3402_Holnis,18.1,22.4,16.1,,15.6,27.2,14.9,26.0,16.8,21.4,-0.9135454576426011,0.40673664307579976,-0.945518575599317,0.3255681544571563,-0.9335804264972017,0.3583679495453004,-0.945518575599317,0.3255681544571563,-0.9396926207859083,0.342020143325669,13.01,24.42,-0.9345775371771826,0.3557595072571243
2023-06-27 15:00:00,station3402_Holnis,,,,,,,16.1,28.2,,,,,,,,,-0.9063077870366498,0.4226182617406996,,,14.03,25.0,-0.9429324335619231,0.3329841223496843
2023-06-27 18:00:00,station3402_Holnis,16.5,22.6,16.1,,14.8,27.1,14.5,26.0,15.3,20.2,-0.9135454576426011,0.40673664307579976,-0.8829475928589271,0.4694715627858904,-0.8829475928589271,0.4694715627858904,-0.8829475928589271,0.4694715627858904,-0.9135454576426011,0.40673664307579976,12.2,22.52,-0.9049013511895844,0.42562136296861847
2023-06-27 21:00:00,station3402_Holnis,,,,,,,9.5,18.0,,,,,,,,,-0.945518575599317,0.3255681544571563,,,4.87,11.06,-0.936977446144687,0.34938984732842493
2023-06-28 00:00:00,station3402_Holnis,10.5,18.7,7.0,,7.5,13.7,7.3,13.0,9.2,19.8,-0.945518575599317,0.3255681544571563,-0.945518575599317,0.3255681544571563,-0.9271838545667874,0.37460659341591196,-0.9396926207859083,0.342020143325669,-0.992546151641322,0.12186934340514768,4.73,9.92,-0.9487106081329139,0.31614582397380603
2023-06-28 03:00:00,station3402_Holnis,,,,,,,6.4,10.8,,,,,,,,,-0.945518575599317,0.3255681544571563,,,3.44,6.75,-0.9659258262890684,0.2588190451025203
2023-06-28 06:00:00,station3402_Holnis,10.9,14.2,9.4,,7.4,12.6,6.6,11.2,10.5,15.0,-0.8386705679454243,0.5446390350150266,-0.9396926207859083,0.342020143325669,-0.9271838545667874,0.37460659341591196,-0.9510565162951536,0.30901699437494723,-0.8480480961564262,0.5299192642332047,6.05,12.58,-0.9006982393225877,0.4344452574044173
2023-06-28 09:00:00,station3402_Holnis,,,,,,,8.8,14.8,,,,,,,,,-0.9510565162951536,0.30901699437494723,,,4.77,10.83,-0.924479510203518,0.38123173426914936
2023-06-28 12:00:00,station3402_Holnis,8.4,9.0,9.0,,8.6,14.9,8.6,14.7,8.1,8.6,-0.9902680687415704,0.13917310096006547,-0.9902680687415704,0.13917310096006547,-0.9876883405951378,0.15643446504023067,-0.992546151641322,0.12186934340514768,-0.9743700647852352,0.22495105434386492,1.98,8.32,-0.9884410266004133,0.151605860484089
2023-06-28 15:00:00,station3402_Holnis,,,,,,,9.2,16.6,,,,,,,,,-0.9925461516413221,-0.12186934340514717,,,4.1,10.1,-0.9975273891133296,0.07027878747348934
2023-06-28 18:00:00,station3402_Holnis,8.8,11.3,8.1,,8.1,14.6,7.9,14.9,9.3,11.1,-0.9455185755993168,-0.32556815445715664,-0.9743700647852351,-0.22495105434386525,-0.9702957262759965,-0.24192189559966779,-0.9659258262890683,-0.25881904510252063,-0.984807753012208,-0.17364817766693033,3.88,9.1,-0.9877428863501856,-0.15608968724616115
2023-06-28 21:00:00,station3402_Holnis,,,,,,,5.7,10.0,,,,,,,,,-0.8910065241883678,-0.45399049973954697,,,2.46,4.89,-0.9994444140490196,-0.033329614852438724
2023-06-29 00:00:00,station3402_Holnis,6.6,12.1,5.9,,3.9,6.5,4.2,7.1,4.5,10.5,-0.6819983600624984,-0.7313537016191706,-0.6018150231520484,-0.7986355100472928,-0.4226182617406993,-0.90630778703665,-0.48480962024633695,-0.8746197071393959,-0.848048096156426,-0.529919264233205,2.92,6.0,-0.984807753012208,-0.17364817766693033
2023-06-29 03:00:00,station3402_Holnis,,,,,,,5.5,9.5,,,,,,,,,-0.6018150231520484,-0.7986355100472928,,,1.53,3.73,-0.984807753012208,-0.17364817766693033
2023-06-29 06:00:00,station3402_Holnis,6.7,9.6,6.9,,7.3,12.4,7.3,12.2,4.9,6.6,-0.7193398003386512,-0.6946583704589973,-0.8290375725550418,-0.5591929034707466,-0.7660444431189779,-0.6427876096865395,-0.7431448254773944,-0.6691306063588581,-0.5446390350150271,-0.838670567945424,2.47,5.82,-0.984807753012208,-0.17364817766693033
2023-06-29 09:00:00,station3402_Holnis,,,,,,,7.2,12.2,,,,,,,,,-0.6018150231520484,-0.7986355100472928,,,1.26,5.04,-0.913545457642601,-0.4067366430758001
