valid_time,station,fc_windspd__gfs,fc_gust__gfs,fc_windspd__harmeu,fc_gust__harmeu,fc_windspd__icon,fc_gust__icon,fc_windspd__iconeu,fc_gust__iconeu,fc_windspd__wrfeuh,fc_gust__wrfeuh,fc_winddir_sin__gfs,fc_winddir_cos__gfs,fc_winddir_sin__harmeu,fc_winddir_cos__harmeu,fc_winddir_sin__icon,fc_winddir_cos__icon,fc_winddir_sin__iconeu,fc_winddir_cos__iconeu,fc_winddir_sin__wrfeuh,fc_winddir_cos__wrfeuh,y_speed,y_gust,y_dir_sin,y_dir_cos
2022-07-02 06:00:00,station3402_Holnis,10.6,15.4,8.0,,7.6,13.1,7.3,12.7,9.5,15.6,-0.656059028990507,-0.7547095802227721,-0.4539904997395467,-0.8910065241883679,-0.4539904997395467,-0.8910065241883679,-0.46947156278589086,-0.8829475928589269,-0.587785252292473,-0.8090169943749475,6.26,11.64,-0.5311028458155568,-0.8473073628658121
2022-07-02 09:00:00,station3402_Holnis,,,,,,,11.1,19.4,,,,,,,,,-0.6946583704589974,-0.7193398003386511,,,8.22,16.84,-0.6301338711853692,-0.7764865126870786
2022-07-02 12:00:00,station3402_Holnis,13.0,16.5,13.1,,12.9,22.1,12.6,21.5,12.2,15.2,-0.7313537016191703,-0.6819983600624986,-0.7313537016191703,-0.6819983600624986,-0.7880107536067221,-0.6156614753256581,-0.8090169943749473,-0.5877852522924732,-0.7431448254773944,-0.6691306063588581,8.41,19.08,-0.7224846428533493,-0.6913869689552069
2022-07-02 15:00:00,station3402_Holnis,,,,,,,10.8,21.4,,,,,,,,,-0.8191520442889916,-0.5735764363510464,,,6.06,13.13,-0.9942821680964118,-0.10678469087607398
2022-07-02 18:00:00,station3402_Holnis,5.9,6.6,4.4,,4.5,11.5,4.5,11.0,5.1,7.0,-0.9902680687415704,0.13917310096006547,-0.9455185755993168,-0.32556815445715664,-0.8910065241883678,-0.45399049973954697,-0.9335804264972015,-0.3583679495453007,-0.9975640502598242,-0.06975647374412558,2.14,5.01,-0.9711758970603132,0.2383639590397341
2022-07-02 21:00:00,station3402_Holnis,,,,,,,2.6,4.2,,,,,,,,,0.9925461516413221,-0.12186934340514737,,,2.56,5.45,0.7601792191427742,0.6497134405131866
2022-07-03 00:00:00,station3402_Holnis,10.0,16.3,4.1,,4.2,7.6,3.3,7.3,5.7,13.6,0.9205048534524403,-0.39073112848927377,0.9975640502598242,0.06975647374412523,0.8746197071393959,-0.484809620246337,0.9205048534524403,-0.39073112848927377,0.984807753012208,0.17364817766693041,10.24,13.46,0.9991661343425401,0.04082935197851018
2022-07-03 03:00:00,station3402_Holnis,,,,,,,3.4,7.5,,,,,,,,,0.9135454576426009,0.4067366430758002,,,2.99,6.52,0.8723253929315787,0.48892577028294043
2022-07-03 06:00:00,station3402_Holnis,5.4,7.6,5.8,,3.6,6.3,3.2,5.9,5.6,7.8,-0.052335956242943564,-0.9986295347545738,0.9993908270190958,0.03489949670250108,-0.06975647374412527,-0.9975640502598242,-0.12186934340514731,-0.9925461516413221,-0.35836794954530043,-0.9335804264972016,0.22,1.03,0.8838472857870294,0.4677755609337677
2022-07-03 09:00:00,station3402_Holnis,,,,,,,2.3,4.6,,,,,,,,,-0.8090169943749473,-0.5877852522924732,,,2.64,3.47,0.8987940462991669,0.43837114678907746
2022-07-03 12:00:00,station3402_Holnis,6.9,13.5,5.5,,6.0,13.1,6.4,12.9,9.6,11.3,-0.8290375725550418,-0.5591929034707466,-0.8571673007021121,-0.5150380749100544,-1.0,-1.8369701987210297e-16,-0.9961946980917455,0.08715574274765789,-0.9335804264972015,-0.3583679495453007,7.95,9.59,0.9343911338334203,0.3562488021221899
2022-07-03 15:00:00,station3402_Holnis,,,,,,,5.5,15.6,,,,,,,,,-0.9205048534524403,-0.3907311284892738,,,4.84,8.75,0.9740945081101731,0.22614130376735672
2022-07-03 18:00:00,station3402_Holnis,9.1,11.7,7.1,,6.2,12.4,6.2,14.9,8.0,9.3,-0.9510565162951535,-0.30901699437494756,-0.9612616959383188,0.2756373558169994,-0.9961946980917455,0.08715574274765789,-0.9702957262759966,0.24192189559966745,-0.992546151641322,0.12186934340514768,3.11,6.67,-0.9452341037968681,0.3263931509994222
2022-07-03 21:00:00,station3402_Holnis,,,,,,,4.7,8.7,,,,,,,,,-0.9659258262890683,-0.25881904510252063,,,2.2,4.98,-0.9232772752381488,-0.38413418622770307
2022-07-04 00:00:00,station3402_Holnis,8.1,12.3,4.8,,5.6,9.6,6.1,10.6,6.4,8.2,-0.9986295347545738,-0.052335956242944306,-0.9945218953682734,0.10452846326765299,-0.9993908270190958,0.03489949670250128,-0.9998476951563913,-0.017452406437283498,-0.9993908270190958,-0.03489949670250076,2.59,5.99,-0.9946308119914324,0.10348694525042122
2022-07-04 03:00:00,station3402_Holnis,,,,,,,5.7,11.0,,,,,,,,,-0.9998476951563913,-0.017452406437283498,,,2.74,5.15,-0.9390342578600209,-0.34382359221740405
2022-07-04 06:00:00,station3402_Holnis,9.8,15.0,7.7,,8.9,15.1,8.6,14.7,8.8,12.3,-0.9510565162951535,-0.30901699437494756,-0.9271838545667873,-0.3746065934159123,-0.9876883405951377,-0.15643446504023104,-0.981627183447664,-0.1908089953765446,-0.9975640502598242,-0.06975647374412558,3.73,8.19,-0.9785449596177173,-0.20603340022132333
2022-07-04 09:00:00,station3402_Holnis,,,,,,,11.1,19.0,,,,,,,,,-0.913545457642601,-0.4067366430758001,,,6.33,12.35,-0.8908479973285,-0.45430149202462566
2022-07-04 12:00:00,station3402_Holnis,17.1,19.7,12.8,,14.5,24.8,14.3,24.2,15.5,19.4,-0.9659258262890683,-0.25881904510252063,-0.9271838545667873,-0.3746065934159123,-0.9455185755993168,-0.32556815445715664,-0.9455185755993168,-0.32556815445715664,-0.9205048534524403,-0.3907311284892738,6.47,14.16,-0.9781112984003684,0.20808240661224944
2022-07-04 15:00:00,station3402_Holnis,,,,,,,14.3,24.7,,,,,,,,,-0.9510565162951535,-0.30901699437494756,,,8.53,18.09,-0.9961642143072529,-0.08750347498021724
2022-07-04 18:00:00,station3402_Holnis,14.5,20.6,12.5,,12.2,23.8,11.7,23.1,13.8,18.1,-0.981627183447664,-0.1908089953765446,-0.981627183447664,-0.1908089953765446,-0.984807753012208,-0.17364817766693033,-0.9876883405951377,-0.15643446504023104,-0.9781476007338056,-0.2079116908177598,6.9,15.66,-0.9980267284282716,-0.0627905195293141
2022-07-04 21:00:00,station3402_Holnis,,,,,,,8.7,15.9,,,,,,,,,-0.9659258262890683,-0.25881904510252063,,,4.83,10.61,-0.9951074372581445,-0.09879872627482525
2022-07-05 00:00:00,station3402_Holnis,9.1,16.0,8.0,,7.5,12.7,7.7,13.7,7.7,13.4,-0.9510565162951535,-0.30901699437494756,-0.9335804264972015,-0.3583679495453007,-0.874619707139396,-0.48480962024633684,-0.882947592858927,-0.46947156278589075,-0.848048096156426,-0.529919264233205,3.38,7.2,-0.8565374234312817,-0.5160849176847752
2022-07-05 03:00:00,station3402_Holnis,,,,,,,7.4,13.2,,,,,,,,,-0.8987940462991668,-0.43837114678907774,,,2.96,5.49,-0.9323869024091286,-0.3614618433748023
2022-07-05 06:00:00,station3402_Holnis,10.3,15.2,9.3,,7.7,13.2,7.3,13.2,10.0,15.4,-0.9335804264972015,-0.3583679495453007,-0.8910065241883678,-0.45399049973954697,-0.874619707139396,-0.48480962024633684,-0.7986355100472928,-0.6018150231520483,-0.9510565162951535,-0.30901699437494756,3.89,9.38,-0.9641880420681564,-0.2652195685328951
2022-07-05 09:00:00,station3402_Holnis,,,,,,,12.3,21.5,,,,,,,,,-0.981627183447664,-0.1908089953765446,,,2.62,5.98,-0.9119769704732381,0.41024139884518557
2022-07-05 12:00:00,station3402_Holnis,14.1,18.5,12.5,,12.8,24.5,11.8,23.5,12.2,15.4,-0.9945218953682734,0.10452846326765299,-0.9945218953682734,-0.10452846326765336,-0.9945218953682734,-0.10452846326765336,-0.9961946980917455,-0.08715574274765825,-0.984807753012208,-0.17364817766693033,4.89,12.76,-0.9893740770682332,-0.14539235064260306
2022-07-05 15:00:00,station3402_Holnis,,,,,,,12.0,22.3,,,,,,,,,-0.9993908270190958,-0.03489949670250076,,,6.89,14.2,-0.9561004089784726,0.29303926008505654
2022-07-05 18:00:00,station3402_Holnis,12.2,15.0,11.9,,11.1,20.3,10.7,20.1,12.2,15.6,-0.9510565162951536,0.30901699437494723,-0.9816271834476639,0.1908089953765451,-0.9902680687415704,0.13917310096006547,-0.992546151641322,0.12186934340514768,-0.9876883405951378,0.15643446504023067,6.12,12.74,-0.9711758970603132,0.2383639590397341
2022-07-05 21:00:00,station3402_Holnis,,,,,,,7.5,13.7,,,,,,,,,-0.9998476951563913,0.01745240643728313,,,3.92,8.76,-0.9439162653688067,0.330184923902053
2022-07-06 00:00:00,station3402_Holnis,8.5,15.4,6.2,,7.4,12.5,7.7,13.9,7.1,10.9,-0.945518575599317,0.3255681544571563,-0.9961946980917455,0.08715574274765789,-0.9986295347545738,-0.052335956242944306,-0.9986295347545738,-0.052335956242944306,-0.9993908270190958,0.03489949670250128,4.22,8.97,-0.8948564717622512,0.4463540018250259
2022-07-06 03:00:00,station3402_Holnis,,,,,,,6.5,11.7,,,,,,,,,-0.9659258262890684,0.2588190451025203,,,3.63,7.91,-0.8737722230354651,0.48633538042349067
2022-07-06 06:00:00,station3402_Holnis,7.8,14.0,6.8,,9.6,16.3,8.5,14.7,8.5,13.8,-0.7986355100472932,0.6018150231520479,-0.8571673007021123,0.5150380749100542,-0.8191520442889918,0.573576436351046,-0.8290375725550416,0.559192903470747,-0.8660254037844386,0.5000000000000001,4.45,9.13,-0.9196159440101088,0.3928186802105985
2022-07-06 09:00:00,station3402_Holnis,,,,,,,9.8,17.0,,,,,,,,,-0.945518575599317,0.3255681544571563,,,7.56,13.84,-0.8803945960972175,0.4742418741136397
